,originalfile,renamedfile,samplenumber,prompt
383,DR3/MJES0/SI2014.WAV,sample384.WAV,sample384,SI2014
384,DR3/MJES0/SA1.WAV,sample385.WAV,sample385,SA1
385,DR3/MJES0/SX34.WAV,sample386.WAV,sample386,SX34
386,DR3/MJES0/SI754.WAV,sample387.WAV,sample387,SI754
387,DR3/MJES0/SI1384.WAV,sample388.WAV,sample388,SI1384
388,DR3/MJES0/SX214.WAV,sample389.WAV,sample389,SX214
389,DR3/MJES0/SX124.WAV,sample390.WAV,sample390,SX124
390,DR3/MJMP0/SX275.WAV,sample391.WAV,sample391,SX275
391,DR3/MJMP0/SX185.WAV,sample392.WAV,sample392,SX185
392,DR3/MJMP0/SX5.WAV,sample393.WAV,sample393,SX5
393,DR3/MJMP0/SA2.WAV,sample394.WAV,sample394,SA2
394,DR3/MJMP0/SA1.WAV,sample395.WAV,sample395,SA1
395,DR3/MJMP0/SX95.WAV,sample396.WAV,sample396,SX95
396,DR3/MJMP0/SI1791.WAV,sample397.WAV,sample397,SI1791
397,DR3/MJMP0/SI905.WAV,sample398.WAV,sample398,SI905
398,DR3/MJMP0/SI1535.WAV,sample399.WAV,sample399,SI1535
399,DR3/MJMP0/SX365.WAV,sample400.WAV,sample400,SX365
400,DR3/MMDH0/SX126.WAV,sample401.WAV,sample401,SX126
401,DR3/MMDH0/SI1656.WAV,sample402.WAV,sample402,SI1656
402,DR3/MMDH0/SX306.WAV,sample403.WAV,sample403,SX306
403,DR3/MMDH0/SI2118.WAV,sample404.WAV,sample404,SI2118
404,DR3/MMDH0/SX36.WAV,sample405.WAV,sample405,SX36
405,DR3/MMDH0/SA2.WAV,sample406.WAV,sample406,SA2
406,DR3/MMDH0/SA1.WAV,sample407.WAV,sample407,SA1
407,DR3/MMDH0/SX396.WAV,sample408.WAV,sample408,SX396
408,DR3/MMDH0/SI2286.WAV,sample409.WAV,sample409,SI2286
409,DR3/MMDH0/SX216.WAV,sample410.WAV,sample410,SX216
410,DR3/FKMS0/SI1490.WAV,sample411.WAV,sample411,SI1490
411,DR3/FKMS0/SX230.WAV,sample412.WAV,sample412,SX230
412,DR3/FKMS0/SX50.WAV,sample413.WAV,sample413,SX50
413,DR3/FKMS0/SX320.WAV,sample414.WAV,sample414,SX320
414,DR3/FKMS0/SA2.WAV,sample415.WAV,sample415,SA2
415,DR3/FKMS0/SI2120.WAV,sample416.WAV,sample416,SI2120
416,DR3/FKMS0/SA1.WAV,sample417.WAV,sample417,SA1
417,DR3/FKMS0/SI860.WAV,sample418.WAV,sample418,SI860
418,DR3/FKMS0/SX410.WAV,sample419.WAV,sample419,SX410
419,DR3/FKMS0/SX140.WAV,sample420.WAV,sample420,SX140
420,DR3/MTAA0/SX205.WAV,sample421.WAV,sample421,SX205
421,DR3/MTAA0/SX385.WAV,sample422.WAV,sample422,SX385
422,DR3/MTAA0/SX115.WAV,sample423.WAV,sample423,SX115
423,DR3/MTAA0/SX25.WAV,sample424.WAV,sample424,SX25
424,DR3/MTAA0/SI1915.WAV,sample425.WAV,sample425,SI1915
425,DR3/MTAA0/SA2.WAV,sample426.WAV,sample426,SA2
426,DR3/MTAA0/SI1285.WAV,sample427.WAV,sample427,SI1285
427,DR3/MTAA0/SA1.WAV,sample428.WAV,sample428,SA1
428,DR3/MTAA0/SX295.WAV,sample429.WAV,sample429,SX295
429,DR3/MTAA0/SI596.WAV,sample430.WAV,sample430,SI596
430,DR3/MMAB0/SX12.WAV,sample431.WAV,sample431,SX12
431,DR3/MMAB0/SI1362.WAV,sample432.WAV,sample432,SI1362
432,DR3/MMAB0/SA2.WAV,sample433.WAV,sample433,SA2
433,DR3/MMAB0/SA1.WAV,sample434.WAV,sample434,SA1
434,DR3/MMAB0/SX282.WAV,sample435.WAV,sample435,SX282
435,DR3/MMAB0/SX102.WAV,sample436.WAV,sample436,SX102
436,DR3/MMAB0/SI1992.WAV,sample437.WAV,sample437,SI1992
437,DR3/MMAB0/SX192.WAV,sample438.WAV,sample438,SX192
438,DR3/MMAB0/SX372.WAV,sample439.WAV,sample439,SX372
439,DR3/MMAB0/SI732.WAV,sample440.WAV,sample440,SI732
440,DR3/MGLB0/SX274.WAV,sample441.WAV,sample441,SX274
441,DR3/MGLB0/SI1534.WAV,sample442.WAV,sample442,SI1534
442,DR3/MGLB0/SX184.WAV,sample443.WAV,sample443,SX184
443,DR3/MGLB0/SX4.WAV,sample444.WAV,sample444,SX4
444,DR3/MGLB0/SA2.WAV,sample445.WAV,sample445,SA2
445,DR3/MGLB0/SA1.WAV,sample446.WAV,sample446,SA1
446,DR3/MGLB0/SX364.WAV,sample447.WAV,sample447,SX364
447,DR3/MGLB0/SI904.WAV,sample448.WAV,sample448,SI904
448,DR3/MGLB0/SI2164.WAV,sample449.WAV,sample449,SI2164
449,DR3/MGLB0/SX94.WAV,sample450.WAV,sample450,SX94
450,DR3/MJJG0/SI1003.WAV,sample451.WAV,sample451,SI1003
451,DR3/MJJG0/SX13.WAV,sample452.WAV,sample452,SX13
452,DR3/MJJG0/SA2.WAV,sample453.WAV,sample453,SA2
453,DR3/MJJG0/SA1.WAV,sample454.WAV,sample454,SA1
454,DR3/MJJG0/SX103.WAV,sample455.WAV,sample455,SX103
455,DR3/MJJG0/SI1633.WAV,sample456.WAV,sample456,SI1633
456,DR3/MJJG0/SI2263.WAV,sample457.WAV,sample457,SI2263
457,DR3/MJJG0/SX283.WAV,sample458.WAV,sample458,SX283
458,DR3/MJJG0/SX373.WAV,sample459.WAV,sample459,SX373
459,DR3/MJJG0/SX193.WAV,sample460.WAV,sample460,SX193
460,DR3/FPKT0/SI2168.WAV,sample461.WAV,sample461,SI2168
461,DR3/FPKT0/SI1538.WAV,sample462.WAV,sample462,SI1538
462,DR3/FPKT0/SX278.WAV,sample463.WAV,sample463,SX278
463,DR3/FPKT0/SA2.WAV,sample464.WAV,sample464,SA2
464,DR3/FPKT0/SX368.WAV,sample465.WAV,sample465,SX368
465,DR3/FPKT0/SA1.WAV,sample466.WAV,sample466,SA1
466,DR3/FPKT0/SI908.WAV,sample467.WAV,sample467,SI908
467,DR3/FPKT0/SX98.WAV,sample468.WAV,sample468,SX98
468,DR3/FPKT0/SX188.WAV,sample469.WAV,sample469,SX188
469,DR3/FPKT0/SX8.WAV,sample470.WAV,sample470,SX8
470,DR3/MTHC0/SI2275.WAV,sample471.WAV,sample471,SI2275
471,DR3/MTHC0/SX205.WAV,sample472.WAV,sample472,SX205
472,DR3/MTHC0/SX385.WAV,sample473.WAV,sample473,SX385
473,DR3/MTHC0/SX115.WAV,sample474.WAV,sample474,SX115
474,DR3/MTHC0/SX25.WAV,sample475.WAV,sample475,SX25
475,DR3/MTHC0/SA2.WAV,sample476.WAV,sample476,SA2
476,DR3/MTHC0/SA1.WAV,sample477.WAV,sample477,SA1
477,DR3/MTHC0/SI1645.WAV,sample478.WAV,sample478,SI1645
478,DR3/MTHC0/SX295.WAV,sample479.WAV,sample479,SX295
479,DR3/MTHC0/SI1015.WAV,sample480.WAV,sample480,SI1015
480,DR3/MBWM0/SX404.WAV,sample481.WAV,sample481,SX404
481,DR3/MBWM0/SX314.WAV,sample482.WAV,sample482,SX314
482,DR3/MBWM0/SA2.WAV,sample483.WAV,sample483,SA2
483,DR3/MBWM0/SX44.WAV,sample484.WAV,sample484,SX44
484,DR3/MBWM0/SA1.WAV,sample485.WAV,sample485,SA1
485,DR3/MBWM0/SI1934.WAV,sample486.WAV,sample486,SI1934
486,DR3/MBWM0/SX224.WAV,sample487.WAV,sample487,SX224
487,DR3/MBWM0/SX134.WAV,sample488.WAV,sample488,SX134
488,DR3/MBWM0/SI674.WAV,sample489.WAV,sample489,SI674
489,DR3/MBWM0/SI1304.WAV,sample490.WAV,sample490,SI1304
490,DR3/MMJR0/SI2166.WAV,sample491.WAV,sample491,SI2166
491,DR3/MMJR0/SX28.WAV,sample492.WAV,sample492,SX28
492,DR3/MMJR0/SX298.WAV,sample493.WAV,sample493,SX298
493,DR3/MMJR0/SI2278.WAV,sample494.WAV,sample494,SI2278
494,DR3/MMJR0/SA2.WAV,sample495.WAV,sample495,SA2
495,DR3/MMJR0/SA1.WAV,sample496.WAV,sample496,SA1
496,DR3/MMJR0/SI1648.WAV,sample497.WAV,sample497,SI1648
497,DR3/MMJR0/SX388.WAV,sample498.WAV,sample498,SX388
498,DR3/MMJR0/SX208.WAV,sample499.WAV,sample499,SX208
499,DR3/MMJR0/SX118.WAV,sample500.WAV,sample500,SX118
500,DR3/MCSH0/SX379.WAV,sample501.WAV,sample501,SX379
501,DR3/MCSH0/SI2179.WAV,sample502.WAV,sample502,SI2179
502,DR3/MCSH0/SX199.WAV,sample503.WAV,sample503,SX199
503,DR3/MCSH0/SI919.WAV,sample504.WAV,sample504,SI919
504,DR3/MCSH0/SX289.WAV,sample505.WAV,sample505,SX289
505,DR3/MCSH0/SA2.WAV,sample506.WAV,sample506,SA2
506,DR3/MCSH0/SA1.WAV,sample507.WAV,sample507,SA1
507,DR3/MCSH0/SX109.WAV,sample508.WAV,sample508,SX109
508,DR3/MCSH0/SX19.WAV,sample509.WAV,sample509,SX19
509,DR3/MCSH0/SI1549.WAV,sample510.WAV,sample510,SI1549
510,DR3/MGJF0/SX191.WAV,sample511.WAV,sample511,SX191
511,DR3/MGJF0/SX281.WAV,sample512.WAV,sample512,SX281
512,DR3/MGJF0/SA2.WAV,sample513.WAV,sample513,SA2
513,DR3/MGJF0/SI776.WAV,sample514.WAV,sample514,SI776
514,DR3/MGJF0/SA1.WAV,sample515.WAV,sample515,SA1
515,DR3/MGJF0/SX101.WAV,sample516.WAV,sample516,SX101
516,DR3/MGJF0/SI641.WAV,sample517.WAV,sample517,SI641
517,DR3/MGJF0/SI1901.WAV,sample518.WAV,sample518,SI1901
518,DR3/MGJF0/SX11.WAV,sample519.WAV,sample519,SX11
519,DR3/MGJF0/SX371.WAV,sample520.WAV,sample520,SX371
520,DR3/MJBR0/SX191.WAV,sample521.WAV,sample521,SX191
521,DR3/MJBR0/SI2261.WAV,sample522.WAV,sample522,SI2261
522,DR3/MJBR0/SX281.WAV,sample523.WAV,sample523,SX281
523,DR3/MJBR0/SA2.WAV,sample524.WAV,sample524,SA2
524,DR3/MJBR0/SA1.WAV,sample525.WAV,sample525,SA1
525,DR3/MJBR0/SX101.WAV,sample526.WAV,sample526,SX101
526,DR3/MJBR0/SI1631.WAV,sample527.WAV,sample527,SI1631
527,DR3/MJBR0/SX11.WAV,sample528.WAV,sample528,SX11
528,DR3/MJBR0/SX371.WAV,sample529.WAV,sample529,SX371
529,DR3/MJBR0/SI1001.WAV,sample530.WAV,sample530,SI1001
530,DR3/MKCH0/SX28.WAV,sample531.WAV,sample531,SX28
531,DR3/MKCH0/SX298.WAV,sample532.WAV,sample532,SX298
532,DR3/MKCH0/SI1425.WAV,sample533.WAV,sample533,SI1425
533,DR3/MKCH0/SA2.WAV,sample534.WAV,sample534,SA2
534,DR3/MKCH0/SA1.WAV,sample535.WAV,sample535,SA1
535,DR3/MKCH0/SI2008.WAV,sample536.WAV,sample536,SI2008
536,DR3/MKCH0/SX388.WAV,sample537.WAV,sample537,SX388
537,DR3/MKCH0/SX208.WAV,sample538.WAV,sample538,SX208
538,DR3/MKCH0/SX118.WAV,sample539.WAV,sample539,SX118
539,DR3/MKCH0/SI1378.WAV,sample540.WAV,sample540,SI1378
540,DR3/MHPG0/SX190.WAV,sample541.WAV,sample541,SX190
541,DR3/MHPG0/SI460.WAV,sample542.WAV,sample542,SI460
542,DR3/MHPG0/SX100.WAV,sample543.WAV,sample543,SX100
543,DR3/MHPG0/SX280.WAV,sample544.WAV,sample544,SX280
544,DR3/MHPG0/SA2.WAV,sample545.WAV,sample545,SA2
545,DR3/MHPG0/SA1.WAV,sample546.WAV,sample546,SA1
546,DR3/MHPG0/SI1090.WAV,sample547.WAV,sample547,SI1090
547,DR3/MHPG0/SX10.WAV,sample548.WAV,sample548,SX10
548,DR3/MHPG0/SX370.WAV,sample549.WAV,sample549,SX370
549,DR3/MHPG0/SI1720.WAV,sample550.WAV,sample550,SI1720
550,DR3/MCTW0/SX23.WAV,sample551.WAV,sample551,SX23
551,DR3/MCTW0/SI743.WAV,sample552.WAV,sample552,SI743
552,DR3/MCTW0/SA2.WAV,sample553.WAV,sample553,SA2
553,DR3/MCTW0/SA1.WAV,sample554.WAV,sample554,SA1
554,DR3/MCTW0/SX113.WAV,sample555.WAV,sample555,SX113
555,DR3/MCTW0/SX383.WAV,sample556.WAV,sample556,SX383
556,DR3/MCTW0/SI2003.WAV,sample557.WAV,sample557,SI2003
557,DR3/MCTW0/SI1373.WAV,sample558.WAV,sample558,SI1373
558,DR3/MCTW0/SX203.WAV,sample559.WAV,sample559,SX203
559,DR3/MCTW0/SX293.WAV,sample560.WAV,sample560,SX293
560,DR3/MWJG0/SI1124.WAV,sample561.WAV,sample561,SI1124
561,DR3/MWJG0/SX404.WAV,sample562.WAV,sample562,SX404
562,DR3/MWJG0/SX314.WAV,sample563.WAV,sample563,SX314
563,DR3/MWJG0/SI494.WAV,sample564.WAV,sample564,SI494
564,DR3/MWJG0/SA2.WAV,sample565.WAV,sample565,SA2
565,DR3/MWJG0/SX44.WAV,sample566.WAV,sample566,SX44
566,DR3/MWJG0/SA1.WAV,sample567.WAV,sample567,SA1
567,DR3/MWJG0/SI1754.WAV,sample568.WAV,sample568,SI1754
568,DR3/MWJG0/SX224.WAV,sample569.WAV,sample569,SX224
569,DR3/MWJG0/SX134.WAV,sample570.WAV,sample570,SX134
570,DR3/MTDT0/SX274.WAV,sample571.WAV,sample571,SX274
571,DR3/MTDT0/SI2254.WAV,sample572.WAV,sample572,SI2254
572,DR3/MTDT0/SX184.WAV,sample573.WAV,sample573,SX184
573,DR3/MTDT0/SX4.WAV,sample574.WAV,sample574,SX4
574,DR3/MTDT0/SA2.WAV,sample575.WAV,sample575,SA2
575,DR3/MTDT0/SA1.WAV,sample576.WAV,sample576,SA1
576,DR3/MTDT0/SX364.WAV,sample577.WAV,sample577,SX364
577,DR3/MTDT0/SI1994.WAV,sample578.WAV,sample578,SI1994
578,DR3/MTDT0/SI994.WAV,sample579.WAV,sample579,SI994
579,DR3/MTDT0/SX94.WAV,sample580.WAV,sample580,SX94
580,DR3/MBDG0/SX23.WAV,sample581.WAV,sample581,SX23
581,DR3/MBDG0/SI833.WAV,sample582.WAV,sample582,SI833
582,DR3/MBDG0/SI1463.WAV,sample583.WAV,sample583,SI1463
583,DR3/MBDG0/SI2093.WAV,sample584.WAV,sample584,SI2093
584,DR3/MBDG0/SA2.WAV,sample585.WAV,sample585,SA2
585,DR3/MBDG0/SA1.WAV,sample586.WAV,sample586,SA1
586,DR3/MBDG0/SX113.WAV,sample587.WAV,sample587,SX113
587,DR3/MBDG0/SX383.WAV,sample588.WAV,sample588,SX383
588,DR3/MBDG0/SX203.WAV,sample589.WAV,sample589,SX203
589,DR3/MBDG0/SX293.WAV,sample590.WAV,sample590,SX293
590,DR3/MMWH0/SI1089.WAV,sample591.WAV,sample591,SI1089
591,DR3/MMWH0/SX369.WAV,sample592.WAV,sample592,SX369
592,DR3/MMWH0/SX279.WAV,sample593.WAV,sample593,SX279
593,DR3/MMWH0/SX9.WAV,sample594.WAV,sample594,SX9
594,DR3/MMWH0/SA2.WAV,sample595.WAV,sample595,SA2
595,DR3/MMWH0/SA1.WAV,sample596.WAV,sample596,SA1
596,DR3/MMWH0/SX99.WAV,sample597.WAV,sample597,SX99
597,DR3/MMWH0/SI459.WAV,sample598.WAV,sample598,SI459
598,DR3/MMWH0/SI1301.WAV,sample599.WAV,sample599,SI1301
599,DR3/MMWH0/SX189.WAV,sample600.WAV,sample600,SX189
600,DR3/MRTK0/SI1093.WAV,sample601.WAV,sample601,SI1093
601,DR3/MRTK0/SI1723.WAV,sample602.WAV,sample602,SI1723
602,DR3/MRTK0/SX13.WAV,sample603.WAV,sample603,SX13
603,DR3/MRTK0/SA2.WAV,sample604.WAV,sample604,SA2
604,DR3/MRTK0/SA1.WAV,sample605.WAV,sample605,SA1
605,DR3/MRTK0/SX103.WAV,sample606.WAV,sample606,SX103
606,DR3/MRTK0/SX283.WAV,sample607.WAV,sample607,SX283
607,DR3/MRTK0/SI1750.WAV,sample608.WAV,sample608,SI1750
608,DR3/MRTK0/SX373.WAV,sample609.WAV,sample609,SX373
609,DR3/MRTK0/SX193.WAV,sample610.WAV,sample610,SX193
610,DR3/MJVW0/SX23.WAV,sample611.WAV,sample611,SX23
611,DR3/MJVW0/SI1733.WAV,sample612.WAV,sample612,SI1733
612,DR3/MJVW0/SA2.WAV,sample613.WAV,sample613,SA2
613,DR3/MJVW0/SA1.WAV,sample614.WAV,sample614,SA1
614,DR3/MJVW0/SX113.WAV,sample615.WAV,sample615,SX113
615,DR3/MJVW0/SX383.WAV,sample616.WAV,sample616,SX383
616,DR3/MJVW0/SI1758.WAV,sample617.WAV,sample617,SI1758
617,DR3/MJVW0/SI473.WAV,sample618.WAV,sample618,SI473
618,DR3/MJVW0/SX203.WAV,sample619.WAV,sample619,SX203
619,DR3/MJVW0/SX293.WAV,sample620.WAV,sample620,SX293
620,DR3/FCMH0/SX374.WAV,sample621.WAV,sample621,SX374
621,DR3/FCMH0/SX104.WAV,sample622.WAV,sample622,SX104
622,DR3/FCMH0/SX14.WAV,sample623.WAV,sample623,SX14
623,DR3/FCMH0/SI824.WAV,sample624.WAV,sample624,SI824
624,DR3/FCMH0/SI2084.WAV,sample625.WAV,sample625,SI2084
625,DR3/FCMH0/SA2.WAV,sample626.WAV,sample626,SA2
626,DR3/FCMH0/SA1.WAV,sample627.WAV,sample627,SA1
627,DR3/FCMH0/SI1454.WAV,sample628.WAV,sample628,SI1454
628,DR3/FCMH0/SX194.WAV,sample629.WAV,sample629,SX194
629,DR3/FCMH0/SX284.WAV,sample630.WAV,sample630,SX284
630,DR4/MROA0/SI677.WAV,sample631.WAV,sample631,SI677
631,DR4/MROA0/SX407.WAV,sample632.WAV,sample632,SX407
632,DR4/MROA0/SX137.WAV,sample633.WAV,sample633,SX137
633,DR4/MROA0/SI1970.WAV,sample634.WAV,sample634,SI1970
634,DR4/MROA0/SA2.WAV,sample635.WAV,sample635,SA2
635,DR4/MROA0/SX317.WAV,sample636.WAV,sample636,SX317
636,DR4/MROA0/SA1.WAV,sample637.WAV,sample637,SA1
637,DR4/MROA0/SX47.WAV,sample638.WAV,sample638,SX47
638,DR4/MROA0/SI1307.WAV,sample639.WAV,sample639,SI1307
639,DR4/MROA0/SX227.WAV,sample640.WAV,sample640,SX227
640,DR4/MDRM0/SI1013.WAV,sample641.WAV,sample641,SI1013
641,DR4/MDRM0/SX23.WAV,sample642.WAV,sample642,SX23
642,DR4/MDRM0/SA2.WAV,sample643.WAV,sample643,SA2
643,DR4/MDRM0/SA1.WAV,sample644.WAV,sample644,SA1
644,DR4/MDRM0/SX113.WAV,sample645.WAV,sample645,SX113
645,DR4/MDRM0/SX383.WAV,sample646.WAV,sample646,SX383
646,DR4/MDRM0/SI2273.WAV,sample647.WAV,sample647,SI2273
647,DR4/MDRM0/SX203.WAV,sample648.WAV,sample648,SX203
648,DR4/MDRM0/SI1643.WAV,sample649.WAV,sample649,SI1643
649,DR4/MDRM0/SX293.WAV,sample650.WAV,sample650,SX293
650,DR4/FLKD0/SX379.WAV,sample651.WAV,sample651,SX379
651,DR4/FLKD0/SI1369.WAV,sample652.WAV,sample652,SI1369
652,DR4/FLKD0/SI739.WAV,sample653.WAV,sample653,SI739
653,DR4/FLKD0/SX199.WAV,sample654.WAV,sample654,SX199
654,DR4/FLKD0/SX289.WAV,sample655.WAV,sample655,SX289
655,DR4/FLKD0/SA2.WAV,sample656.WAV,sample656,SA2
656,DR4/FLKD0/SA1.WAV,sample657.WAV,sample657,SA1
657,DR4/FLKD0/SX109.WAV,sample658.WAV,sample658,SX109
658,DR4/FLKD0/SX19.WAV,sample659.WAV,sample659,SX19
659,DR4/FLKD0/SI894.WAV,sample660.WAV,sample660,SI894
660,DR4/MLJB0/SI680.WAV,sample661.WAV,sample661,SI680
661,DR4/MLJB0/SX230.WAV,sample662.WAV,sample662,SX230
662,DR4/MLJB0/SX50.WAV,sample663.WAV,sample663,SX50
663,DR4/MLJB0/SX320.WAV,sample664.WAV,sample664,SX320
664,DR4/MLJB0/SI1940.WAV,sample665.WAV,sample665,SI1940
665,DR4/MLJB0/SA2.WAV,sample666.WAV,sample666,SA2
666,DR4/MLJB0/SA1.WAV,sample667.WAV,sample667,SA1
667,DR4/MLJB0/SX410.WAV,sample668.WAV,sample668,SX410
668,DR4/MLJB0/SX140.WAV,sample669.WAV,sample669,SX140
669,DR4/MLJB0/SI1310.WAV,sample670.WAV,sample670,SI1310
670,DR4/FGJD0/SX369.WAV,sample671.WAV,sample671,SX369
671,DR4/FGJD0/SX279.WAV,sample672.WAV,sample672,SX279
672,DR4/FGJD0/SI818.WAV,sample673.WAV,sample673,SI818
673,DR4/FGJD0/SX9.WAV,sample674.WAV,sample674,SX9
674,DR4/FGJD0/SA2.WAV,sample675.WAV,sample675,SA2
675,DR4/FGJD0/SA1.WAV,sample676.WAV,sample676,SA1
676,DR4/FGJD0/SX99.WAV,sample677.WAV,sample677,SX99
677,DR4/FGJD0/SX189.WAV,sample678.WAV,sample678,SX189
678,DR4/FGJD0/SI1179.WAV,sample679.WAV,sample679,SI1179
679,DR4/FGJD0/SI549.WAV,sample680.WAV,sample680,SI549
680,DR4/FSEM0/SX28.WAV,sample681.WAV,sample681,SX28
681,DR4/FSEM0/SX298.WAV,sample682.WAV,sample682,SX298
682,DR4/FSEM0/SI568.WAV,sample683.WAV,sample683,SI568
683,DR4/FSEM0/SA2.WAV,sample684.WAV,sample684,SA2
684,DR4/FSEM0/SA1.WAV,sample685.WAV,sample685,SA1
685,DR4/FSEM0/SI1198.WAV,sample686.WAV,sample686,SI1198
686,DR4/FSEM0/SX388.WAV,sample687.WAV,sample687,SX388
687,DR4/FSEM0/SX208.WAV,sample688.WAV,sample688,SX208
688,DR4/FSEM0/SI1828.WAV,sample689.WAV,sample689,SI1828
689,DR4/FSEM0/SX118.WAV,sample690.WAV,sample690,SX118
690,DR4/MTEB0/SI2064.WAV,sample691.WAV,sample691,SI2064
691,DR4/MTEB0/SI503.WAV,sample692.WAV,sample692,SI503
692,DR4/MTEB0/SA2.WAV,sample693.WAV,sample693,SA2
693,DR4/MTEB0/SA1.WAV,sample694.WAV,sample694,SA1
694,DR4/MTEB0/SX143.WAV,sample695.WAV,sample695,SX143
695,DR4/MTEB0/SI1133.WAV,sample696.WAV,sample696,SI1133
696,DR4/MTEB0/SX233.WAV,sample697.WAV,sample697,SX233
697,DR4/MTEB0/SX53.WAV,sample698.WAV,sample698,SX53
698,DR4/MTEB0/SX323.WAV,sample699.WAV,sample699,SX323
699,DR4/MTEB0/SX413.WAV,sample700.WAV,sample700,SX413
700,DR4/MRKO0/SI2027.WAV,sample701.WAV,sample701,SI2027
701,DR4/MRKO0/SX407.WAV,sample702.WAV,sample702,SX407
702,DR4/MRKO0/SX137.WAV,sample703.WAV,sample703,SX137
703,DR4/MRKO0/SA2.WAV,sample704.WAV,sample704,SA2
704,DR4/MRKO0/SX317.WAV,sample705.WAV,sample705,SX317
705,DR4/MRKO0/SA1.WAV,sample706.WAV,sample706,SA1
706,DR4/MRKO0/SX47.WAV,sample707.WAV,sample707,SX47
707,DR4/MRKO0/SI1397.WAV,sample708.WAV,sample708,SI1397
708,DR4/MRKO0/SX227.WAV,sample709.WAV,sample709,SX227
709,DR4/MRKO0/SI767.WAV,sample710.WAV,sample710,SI767
710,DR4/MGMM0/SI499.WAV,sample711.WAV,sample711,SI499
711,DR4/MGMM0/SX319.WAV,sample712.WAV,sample712,SX319
712,DR4/MGMM0/SA2.WAV,sample713.WAV,sample713,SA2
713,DR4/MGMM0/SX49.WAV,sample714.WAV,sample714,SX49
714,DR4/MGMM0/SA1.WAV,sample715.WAV,sample715,SA1
715,DR4/MGMM0/SI1129.WAV,sample716.WAV,sample716,SI1129
716,DR4/MGMM0/SI1759.WAV,sample717.WAV,sample717,SI1759
717,DR4/MGMM0/SX409.WAV,sample718.WAV,sample718,SX409
718,DR4/MGMM0/SX139.WAV,sample719.WAV,sample719,SX139
719,DR4/MGMM0/SX229.WAV,sample720.WAV,sample720,SX229
720,DR4/FMAF0/SX379.WAV,sample721.WAV,sample721,SX379
721,DR4/FMAF0/SX199.WAV,sample722.WAV,sample722,SX199
722,DR4/FMAF0/SX289.WAV,sample723.WAV,sample723,SX289
723,DR4/FMAF0/SA2.WAV,sample724.WAV,sample724,SA2
724,DR4/FMAF0/SA1.WAV,sample725.WAV,sample725,SA1
725,DR4/FMAF0/SX109.WAV,sample726.WAV,sample726,SX109
726,DR4/FMAF0/SX19.WAV,sample727.WAV,sample727,SX19
727,DR4/FMAF0/SI2089.WAV,sample728.WAV,sample728,SI2089
728,DR4/FMAF0/SI829.WAV,sample729.WAV,sample729,SI829
729,DR4/FMAF0/SI1459.WAV,sample730.WAV,sample730,SI1459
730,DR4/FRNG0/SX275.WAV,sample731.WAV,sample731,SX275
731,DR4/FRNG0/SI1985.WAV,sample732.WAV,sample732,SI1985
732,DR4/FRNG0/SX185.WAV,sample733.WAV,sample733,SX185
733,DR4/FRNG0/SX5.WAV,sample734.WAV,sample734,SX5
734,DR4/FRNG0/SA2.WAV,sample735.WAV,sample735,SA2
735,DR4/FRNG0/SA1.WAV,sample736.WAV,sample736,SA1
736,DR4/FRNG0/SX95.WAV,sample737.WAV,sample737,SX95
737,DR4/FRNG0/SI725.WAV,sample738.WAV,sample738,SI725
738,DR4/FRNG0/SI1355.WAV,sample739.WAV,sample739,SI1355
739,DR4/FRNG0/SX365.WAV,sample740.WAV,sample740,SX365
740,DR4/MPLB0/SX404.WAV,sample741.WAV,sample741,SX404
741,DR4/MPLB0/SI764.WAV,sample742.WAV,sample742,SI764
742,DR4/MPLB0/SI1394.WAV,sample743.WAV,sample743,SI1394
743,DR4/MPLB0/SX314.WAV,sample744.WAV,sample744,SX314
744,DR4/MPLB0/SA2.WAV,sample745.WAV,sample745,SA2
745,DR4/MPLB0/SX44.WAV,sample746.WAV,sample746,SX44
746,DR4/MPLB0/SA1.WAV,sample747.WAV,sample747,SA1
747,DR4/MPLB0/SI2024.WAV,sample748.WAV,sample748,SI2024
748,DR4/MPLB0/SX224.WAV,sample749.WAV,sample749,SX224
749,DR4/MPLB0/SX134.WAV,sample750.WAV,sample750,SX134
750,DR4/FJLM0/SI2303.WAV,sample751.WAV,sample751,SI2303
751,DR4/FJLM0/SA2.WAV,sample752.WAV,sample752,SA2
752,DR4/FJLM0/SA1.WAV,sample753.WAV,sample753,SA1
753,DR4/FJLM0/SX143.WAV,sample754.WAV,sample754,SX143
754,DR4/FJLM0/SI1043.WAV,sample755.WAV,sample755,SI1043
755,DR4/FJLM0/SX233.WAV,sample756.WAV,sample756,SX233
756,DR4/FJLM0/SX53.WAV,sample757.WAV,sample757,SX53
757,DR4/FJLM0/SI1673.WAV,sample758.WAV,sample758,SI1673
758,DR4/FJLM0/SX323.WAV,sample759.WAV,sample759,SX323
759,DR4/FJLM0/SX413.WAV,sample760.WAV,sample760,SX413
760,DR4/FDMS0/SX408.WAV,sample761.WAV,sample761,SX408
761,DR4/FDMS0/SX318.WAV,sample762.WAV,sample762,SX318
762,DR4/FDMS0/SA2.WAV,sample763.WAV,sample763,SA2
763,DR4/FDMS0/SI1218.WAV,sample764.WAV,sample764,SI1218
764,DR4/FDMS0/SA1.WAV,sample765.WAV,sample765,SA1
765,DR4/FDMS0/SI1848.WAV,sample766.WAV,sample766,SI1848
766,DR4/FDMS0/SX48.WAV,sample767.WAV,sample767,SX48
