,originalfile,renamedfile,samplenumber,prompt
942,DR1/FSJK1/SX215.WAV,sample943.WAV,sample943,SX215
943,DR1/FSJK1/SX305.WAV,sample944.WAV,sample944,SX305
944,DR1/FSJK1/SA2.WAV,sample945.WAV,sample945,SA2
945,DR1/FSJK1/SA1.WAV,sample946.WAV,sample946,SA1
946,DR1/FSJK1/SI2285.WAV,sample947.WAV,sample947,SI2285
947,DR1/FSJK1/SX125.WAV,sample948.WAV,sample948,SX125
948,DR1/FSJK1/SI1025.WAV,sample949.WAV,sample949,SI1025
949,DR1/FSJK1/SI696.WAV,sample950.WAV,sample950,SI696
950,DR1/MCPM0/SI1824.WAV,sample951.WAV,sample951,SI1824
951,DR1/MCPM0/SX204.WAV,sample952.WAV,sample952,SX204
952,DR1/MCPM0/SA2.WAV,sample953.WAV,sample953,SA2
953,DR1/MCPM0/SX294.WAV,sample954.WAV,sample954,SX294
954,DR1/MCPM0/SA1.WAV,sample955.WAV,sample955,SA1
955,DR1/MCPM0/SI564.WAV,sample956.WAV,sample956,SI564
956,DR1/MCPM0/SX24.WAV,sample957.WAV,sample957,SX24
957,DR1/MCPM0/SX114.WAV,sample958.WAV,sample958,SX114
958,DR1/MCPM0/SI1194.WAV,sample959.WAV,sample959,SI1194
959,DR1/MCPM0/SX384.WAV,sample960.WAV,sample960,SX384
960,DR1/MRSO0/SX39.WAV,sample961.WAV,sample961,SX39
961,DR1/MRSO0/SI2289.WAV,sample962.WAV,sample962,SI2289
962,DR1/MRSO0/SI1206.WAV,sample963.WAV,sample963,SI1206
963,DR1/MRSO0/SX129.WAV,sample964.WAV,sample964,SX129
964,DR1/MRSO0/SA2.WAV,sample965.WAV,sample965,SA2
965,DR1/MRSO0/SA1.WAV,sample966.WAV,sample966,SA1
966,DR1/MRSO0/SI1659.WAV,sample967.WAV,sample967,SI1659
967,DR1/MRSO0/SX219.WAV,sample968.WAV,sample968,SX219
968,DR1/MRSO0/SX399.WAV,sample969.WAV,sample969,SX399
969,DR1/MRSO0/SX309.WAV,sample970.WAV,sample970,SX309
970,DR1/MWAR0/SI1675.WAV,sample971.WAV,sample971,SI1675
971,DR1/MWAR0/SX325.WAV,sample972.WAV,sample972,SX325
972,DR1/MWAR0/SX415.WAV,sample973.WAV,sample973,SX415
973,DR1/MWAR0/SX235.WAV,sample974.WAV,sample974,SX235
974,DR1/MWAR0/SA2.WAV,sample975.WAV,sample975,SA2
975,DR1/MWAR0/SA1.WAV,sample976.WAV,sample976,SA1
976,DR1/MWAR0/SI2305.WAV,sample977.WAV,sample977,SI2305
977,DR1/MWAR0/SI1045.WAV,sample978.WAV,sample978,SI1045
978,DR1/MWAR0/SX55.WAV,sample979.WAV,sample979,SX55
979,DR1/MWAR0/SX145.WAV,sample980.WAV,sample980,SX145
980,DR1/MRWS0/SI472.WAV,sample981.WAV,sample981,SI472
981,DR1/MRWS0/SX22.WAV,sample982.WAV,sample982,SX22
982,DR1/MRWS0/SA2.WAV,sample983.WAV,sample983,SA2
983,DR1/MRWS0/SI1102.WAV,sample984.WAV,sample984,SI1102
984,DR1/MRWS0/SX202.WAV,sample985.WAV,sample985,SX202
985,DR1/MRWS0/SA1.WAV,sample986.WAV,sample986,SA1
986,DR1/MRWS0/SX112.WAV,sample987.WAV,sample987,SX112
987,DR1/MRWS0/SI1732.WAV,sample988.WAV,sample988,SI1732
988,DR1/MRWS0/SX382.WAV,sample989.WAV,sample989,SX382
989,DR1/MRWS0/SX292.WAV,sample990.WAV,sample990,SX292
990,DR1/FDML0/SX249.WAV,sample991.WAV,sample991,SX249
991,DR1/FDML0/SX159.WAV,sample992.WAV,sample992,SX159
992,DR1/FDML0/SX339.WAV,sample993.WAV,sample993,SX339
993,DR1/FDML0/SX429.WAV,sample994.WAV,sample994,SX429
994,DR1/FDML0/SA2.WAV,sample995.WAV,sample995,SA2
995,DR1/FDML0/SA1.WAV,sample996.WAV,sample996,SA1
996,DR1/FDML0/SI1779.WAV,sample997.WAV,sample997,SI1779
997,DR1/FDML0/SI1149.WAV,sample998.WAV,sample998,SI1149
998,DR1/FDML0/SX69.WAV,sample999.WAV,sample999,SX69
999,DR1/FDML0/SI2075.WAV,sample1000.WAV,sample1000,SI2075
1000,DR1/FDAW0/SX326.WAV,sample1001.WAV,sample1001,SX326
1001,DR1/FDAW0/SX56.WAV,sample1002.WAV,sample1002,SX56
1002,DR1/FDAW0/SA2.WAV,sample1003.WAV,sample1003,SA2
1003,DR1/FDAW0/SA1.WAV,sample1004.WAV,sample1004,SA1
1004,DR1/FDAW0/SX146.WAV,sample1005.WAV,sample1005,SX146
1005,DR1/FDAW0/SX416.WAV,sample1006.WAV,sample1006,SX416
1006,DR1/FDAW0/SI1406.WAV,sample1007.WAV,sample1007,SI1406
1007,DR1/FDAW0/SX236.WAV,sample1008.WAV,sample1008,SX236
1008,DR1/FDAW0/SI2036.WAV,sample1009.WAV,sample1009,SI2036
1009,DR1/FDAW0/SI1271.WAV,sample1010.WAV,sample1010,SI1271
1010,DR1/MTRR0/SI1548.WAV,sample1011.WAV,sample1011,SI1548
1011,DR1/MTRR0/SX378.WAV,sample1012.WAV,sample1012,SX378
1012,DR1/MTRR0/SX288.WAV,sample1013.WAV,sample1013,SX288
1013,DR1/MTRR0/SX18.WAV,sample1014.WAV,sample1014,SX18
1014,DR1/MTRR0/SI2178.WAV,sample1015.WAV,sample1015,SI2178
1015,DR1/MTRR0/SX108.WAV,sample1016.WAV,sample1016,SX108
1016,DR1/MTRR0/SI918.WAV,sample1017.WAV,sample1017,SI918
1017,DR1/MTRR0/SA2.WAV,sample1018.WAV,sample1018,SA2
1018,DR1/MTRR0/SA1.WAV,sample1019.WAV,sample1019,SA1
1019,DR1/MTRR0/SX198.WAV,sample1020.WAV,sample1020,SX198
1020,DR1/FECD0/SI788.WAV,sample1021.WAV,sample1021,SI788
1021,DR1/FECD0/SX428.WAV,sample1022.WAV,sample1022,SX428
1022,DR1/FECD0/SX338.WAV,sample1023.WAV,sample1023,SX338
1023,DR1/FECD0/SX158.WAV,sample1024.WAV,sample1024,SX158
1024,DR1/FECD0/SA2.WAV,sample1025.WAV,sample1025,SA2
1025,DR1/FECD0/SA1.WAV,sample1026.WAV,sample1026,SA1
1026,DR1/FECD0/SX248.WAV,sample1027.WAV,sample1027,SX248
1027,DR1/FECD0/SI2048.WAV,sample1028.WAV,sample1028,SI2048
1028,DR1/FECD0/SX68.WAV,sample1029.WAV,sample1029,SX68
1029,DR1/FECD0/SI1418.WAV,sample1030.WAV,sample1030,SI1418
1030,DR1/MGRL0/SI1497.WAV,sample1031.WAV,sample1031,SI1497
1031,DR1/MGRL0/SX417.WAV,sample1032.WAV,sample1032,SX417
1032,DR1/MGRL0/SX147.WAV,sample1033.WAV,sample1033,SX147
1033,DR1/MGRL0/SX57.WAV,sample1034.WAV,sample1034,SX57
1034,DR1/MGRL0/SX327.WAV,sample1035.WAV,sample1035,SX327
1035,DR1/MGRL0/SA2.WAV,sample1036.WAV,sample1036,SA2
1036,DR1/MGRL0/SA1.WAV,sample1037.WAV,sample1037,SA1
1037,DR1/MGRL0/SX237.WAV,sample1038.WAV,sample1038,SX237
1038,DR1/MGRL0/SI2127.WAV,sample1039.WAV,sample1039,SI2127
1039,DR1/MGRL0/SI867.WAV,sample1040.WAV,sample1040,SI867
1040,DR1/FKFB0/SX258.WAV,sample1041.WAV,sample1041,SX258
1041,DR1/FKFB0/SI978.WAV,sample1042.WAV,sample1042,SI978
1042,DR1/FKFB0/SX168.WAV,sample1043.WAV,sample1043,SX168
1043,DR1/FKFB0/SA2.WAV,sample1044.WAV,sample1044,SA2
1044,DR1/FKFB0/SA1.WAV,sample1045.WAV,sample1045,SA1
1045,DR1/FKFB0/SX78.WAV,sample1046.WAV,sample1046,SX78
1046,DR1/FKFB0/SX348.WAV,sample1047.WAV,sample1047,SX348
1047,DR1/FKFB0/SX438.WAV,sample1048.WAV,sample1048,SX438
1048,DR1/FKFB0/SI1608.WAV,sample1049.WAV,sample1049,SI1608
1049,DR1/FKFB0/SI2238.WAV,sample1050.WAV,sample1050,SI2238
1050,DR1/MMRP0/SX144.WAV,sample1051.WAV,sample1051,SX144
1051,DR1/MMRP0/SX234.WAV,sample1052.WAV,sample1052,SX234
1052,DR1/MMRP0/SI774.WAV,sample1053.WAV,sample1053,SI774
1053,DR1/MMRP0/SA2.WAV,sample1054.WAV,sample1054,SA2
1054,DR1/MMRP0/SX324.WAV,sample1055.WAV,sample1055,SX324
1055,DR1/MMRP0/SA1.WAV,sample1056.WAV,sample1056,SA1
1056,DR1/MMRP0/SI2034.WAV,sample1057.WAV,sample1057,SI2034
1057,DR1/MMRP0/SI717.WAV,sample1058.WAV,sample1058,SI717
1058,DR1/MMRP0/SX54.WAV,sample1059.WAV,sample1059,SX54
1059,DR1/MMRP0/SX414.WAV,sample1060.WAV,sample1060,SX414
1060,DR1/FSAH0/SI1244.WAV,sample1061.WAV,sample1061,SI1244
1061,DR1/FSAH0/SX74.WAV,sample1062.WAV,sample1062,SX74
1062,DR1/FSAH0/SI614.WAV,sample1063.WAV,sample1063,SI614
1063,DR1/FSAH0/SX327.WAV,sample1064.WAV,sample1064,SX327
1064,DR1/FSAH0/SA2.WAV,sample1065.WAV,sample1065,SA2
1065,DR1/FSAH0/SA1.WAV,sample1066.WAV,sample1066,SA1
1066,DR1/FSAH0/SX344.WAV,sample1067.WAV,sample1067,SX344
1067,DR1/FSAH0/SI1874.WAV,sample1068.WAV,sample1068,SI1874
1068,DR1/FSAH0/SX164.WAV,sample1069.WAV,sample1069,SX164
1069,DR1/FSAH0/SX434.WAV,sample1070.WAV,sample1070,SX434
1070,DR1/MDPK0/SX63.WAV,sample1071.WAV,sample1071,SX63
1071,DR1/MDPK0/SX243.WAV,sample1072.WAV,sample1072,SX243
1072,DR1/MDPK0/SI1683.WAV,sample1073.WAV,sample1073,SI1683
1073,DR1/MDPK0/SI552.WAV,sample1074.WAV,sample1074,SI552
1074,DR1/MDPK0/SX333.WAV,sample1075.WAV,sample1075,SX333
1075,DR1/MDPK0/SA2.WAV,sample1076.WAV,sample1076,SA2
1076,DR1/MDPK0/SA1.WAV,sample1077.WAV,sample1077,SA1
1077,DR1/MDPK0/SX423.WAV,sample1078.WAV,sample1078,SX423
1078,DR1/MDPK0/SX153.WAV,sample1079.WAV,sample1079,SX153
1079,DR1/MDPK0/SI1053.WAV,sample1080.WAV,sample1080,SI1053
1080,DR1/MJEB1/SX387.WAV,sample1081.WAV,sample1081,SX387
1081,DR1/MJEB1/SX297.WAV,sample1082.WAV,sample1082,SX297
1082,DR1/MJEB1/SX27.WAV,sample1083.WAV,sample1083,SX27
1083,DR1/MJEB1/SI837.WAV,sample1084.WAV,sample1084,SI837
1084,DR1/MJEB1/SA2.WAV,sample1085.WAV,sample1085,SA2
1085,DR1/MJEB1/SA1.WAV,sample1086.WAV,sample1086,SA1
1086,DR1/MJEB1/SX117.WAV,sample1087.WAV,sample1087,SX117
1087,DR1/MJEB1/SX207.WAV,sample1088.WAV,sample1088,SX207
1088,DR1/MJEB1/SI2097.WAV,sample1089.WAV,sample1089,SI2097
1089,DR1/MJEB1/SI1467.WAV,sample1090.WAV,sample1090,SI1467
1090,DR1/MPGH0/SI1554.WAV,sample1091.WAV,sample1091,SI1554
1091,DR1/MPGH0/SX204.WAV,sample1092.WAV,sample1092,SX204
1092,DR1/MPGH0/SI924.WAV,sample1093.WAV,sample1093,SI924
1093,DR1/MPGH0/SA2.WAV,sample1094.WAV,sample1094,SA2
1094,DR1/MPGH0/SX294.WAV,sample1095.WAV,sample1095,SX294
1095,DR1/MPGH0/SA1.WAV,sample1096.WAV,sample1096,SA1
1096,DR1/MPGH0/SX24.WAV,sample1097.WAV,sample1097,SX24
1097,DR1/MPGH0/SI675.WAV,sample1098.WAV,sample1098,SI675
1098,DR1/MPGH0/SX114.WAV,sample1099.WAV,sample1099,SX114
1099,DR1/MPGH0/SX384.WAV,sample1100.WAV,sample1100,SX384
1100,DR1/MRDD0/SX330.WAV,sample1101.WAV,sample1101,SX330
1101,DR1/MRDD0/SX277.WAV,sample1102.WAV,sample1102,SX277
1102,DR1/MRDD0/SI1050.WAV,sample1103.WAV,sample1103,SI1050
1103,DR1/MRDD0/SA2.WAV,sample1104.WAV,sample1104,SA2
1104,DR1/MRDD0/SI1680.WAV,sample1105.WAV,sample1105,SI1680
1105,DR1/MRDD0/SA1.WAV,sample1106.WAV,sample1106,SA1
1106,DR1/MRDD0/SX60.WAV,sample1107.WAV,sample1107,SX60
1107,DR1/MRDD0/SX240.WAV,sample1108.WAV,sample1108,SX240
1108,DR1/MRDD0/SI2310.WAV,sample1109.WAV,sample1109,SI2310
1109,DR1/MRDD0/SX150.WAV,sample1110.WAV,sample1110,SX150
1110,DR1/MTJS0/SI1822.WAV,sample1111.WAV,sample1111,SI1822
1111,DR1/MTJS0/SX22.WAV,sample1112.WAV,sample1112,SX22
1112,DR1/MTJS0/SA2.WAV,sample1113.WAV,sample1113,SA2
1113,DR1/MTJS0/SX202.WAV,sample1114.WAV,sample1114,SX202
1114,DR1/MTJS0/SA1.WAV,sample1115.WAV,sample1115,SA1
1115,DR1/MTJS0/SX112.WAV,sample1116.WAV,sample1116,SX112
1116,DR1/MTJS0/SI1192.WAV,sample1117.WAV,sample1117,SI1192
1117,DR1/MTJS0/SI562.WAV,sample1118.WAV,sample1118,SI562
1118,DR1/MTJS0/SX382.WAV,sample1119.WAV,sample1119,SX382
1119,DR1/MTJS0/SX292.WAV,sample1120.WAV,sample1120,SX292
1120,DR1/MPGR0/SX330.WAV,sample1121.WAV,sample1121,SX330
1121,DR1/MPGR0/SI2040.WAV,sample1122.WAV,sample1122,SI2040
1122,DR1/MPGR0/SA2.WAV,sample1123.WAV,sample1123,SA2
1123,DR1/MPGR0/SA1.WAV,sample1124.WAV,sample1124,SA1
1124,DR1/MPGR0/SX420.WAV,sample1125.WAV,sample1125,SX420
1125,DR1/MPGR0/SX60.WAV,sample1126.WAV,sample1126,SX60
1126,DR1/MPGR0/SX240.WAV,sample1127.WAV,sample1127,SX240
1127,DR1/MPGR0/SI1410.WAV,sample1128.WAV,sample1128,SI1410
1128,DR1/MPGR0/SI780.WAV,sample1129.WAV,sample1129,SI780
1129,DR1/MPGR0/SX150.WAV,sample1130.WAV,sample1130,SX150
1130,DR1/MRAI0/SI2052.WAV,sample1131.WAV,sample1131,SI2052
1131,DR1/MRAI0/SX162.WAV,sample1132.WAV,sample1132,SX162
1132,DR1/MRAI0/SA2.WAV,sample1133.WAV,sample1133,SA2
1133,DR1/MRAI0/SA1.WAV,sample1134.WAV,sample1134,SA1
1134,DR1/MRAI0/SX72.WAV,sample1135.WAV,sample1135,SX72
1135,DR1/MRAI0/SX432.WAV,sample1136.WAV,sample1136,SX432
1136,DR1/MRAI0/SX342.WAV,sample1137.WAV,sample1137,SX342
1137,DR1/MRAI0/SX252.WAV,sample1138.WAV,sample1138,SX252
1138,DR1/MRAI0/SI1954.WAV,sample1139.WAV,sample1139,SI1954
1139,DR1/MRAI0/SI792.WAV,sample1140.WAV,sample1140,SI792
1140,DR3/MCDC0/SX302.WAV,sample1141.WAV,sample1141,SX302
1141,DR3/MCDC0/SI1922.WAV,sample1142.WAV,sample1142,SI1922
1142,DR3/MCDC0/SI662.WAV,sample1143.WAV,sample1143,SI662
1143,DR3/MCDC0/SA2.WAV,sample1144.WAV,sample1144,SA2
1144,DR3/MCDC0/SA1.WAV,sample1145.WAV,sample1145,SA1
1145,DR3/MCDC0/SX122.WAV,sample1146.WAV,sample1146,SX122
1146,DR3/MCDC0/SX212.WAV,sample1147.WAV,sample1147,SX212
1147,DR3/MCDC0/SI1292.WAV,sample1148.WAV,sample1148,SI1292
1148,DR3/MCDC0/SX392.WAV,sample1149.WAV,sample1149,SX392
1149,DR3/MCDC0/SX32.WAV,sample1150.WAV,sample1150,SX32
1150,DR3/MDNS0/SX21.WAV,sample1151.WAV,sample1151,SX21
1151,DR3/MDNS0/SX381.WAV,sample1152.WAV,sample1152,SX381
1152,DR3/MDNS0/SA2.WAV,sample1153.WAV,sample1153,SA2
1153,DR3/MDNS0/SA1.WAV,sample1154.WAV,sample1154,SA1
1154,DR3/MDNS0/SX111.WAV,sample1155.WAV,sample1155,SX111
1155,DR3/MDNS0/SI1011.WAV,sample1156.WAV,sample1156,SI1011
1156,DR3/MDNS0/SX201.WAV,sample1157.WAV,sample1157,SX201
1157,DR3/MDNS0/SX291.WAV,sample1158.WAV,sample1158,SX291
1158,DR3/MDNS0/SI873.WAV,sample1159.WAV,sample1159,SI873
1159,DR3/MDNS0/SI2271.WAV,sample1160.WAV,sample1160,SI2271
1160,DR3/MLNS0/SX417.WAV,sample1161.WAV,sample1161,SX417
1161,DR3/MLNS0/SX147.WAV,sample1162.WAV,sample1162,SX147
1162,DR3/MLNS0/SX57.WAV,sample1163.WAV,sample1163,SX57
1163,DR3/MLNS0/SX327.WAV,sample1164.WAV,sample1164,SX327
1164,DR3/MLNS0/SI777.WAV,sample1165.WAV,sample1165,SI777
1165,DR3/MLNS0/SA2.WAV,sample1166.WAV,sample1166,SA2
1166,DR3/MLNS0/SA1.WAV,sample1167.WAV,sample1167,SA1
1167,DR3/MLNS0/SI1407.WAV,sample1168.WAV,sample1168,SI1407
1168,DR3/MLNS0/SX237.WAV,sample1169.WAV,sample1169,SX237
1169,DR3/MLNS0/SI2037.WAV,sample1170.WAV,sample1170,SI2037
1170,DR3/MCAL0/SI1138.WAV,sample1171.WAV,sample1171,SI1138
1171,DR3/MCAL0/SX328.WAV,sample1172.WAV,sample1172,SX328
1172,DR3/MCAL0/SA2.WAV,sample1173.WAV,sample1173,SA2
1173,DR3/MCAL0/SA1.WAV,sample1174.WAV,sample1174,SA1
1174,DR3/MCAL0/SX148.WAV,sample1175.WAV,sample1175,SX148
1175,DR3/MCAL0/SX238.WAV,sample1176.WAV,sample1176,SX238
1176,DR3/MCAL0/SI508.WAV,sample1177.WAV,sample1177,SI508
1177,DR3/MCAL0/SX58.WAV,sample1178.WAV,sample1178,SX58
1178,DR3/MCAL0/SX418.WAV,sample1179.WAV,sample1179,SX418
1179,DR3/MCAL0/SI1768.WAV,sample1180.WAV,sample1180,SI1768
1180,DR3/MDJM0/SX195.WAV,sample1181.WAV,sample1181,SX195
1181,DR3/MDJM0/SX15.WAV,sample1182.WAV,sample1182,SX15
1182,DR3/MDJM0/SI825.WAV,sample1183.WAV,sample1183,SI825
1183,DR3/MDJM0/SA2.WAV,sample1184.WAV,sample1184,SA2
1184,DR3/MDJM0/SI1455.WAV,sample1185.WAV,sample1185,SI1455
1185,DR3/MDJM0/SA1.WAV,sample1186.WAV,sample1186,SA1
1186,DR3/MDJM0/SX285.WAV,sample1187.WAV,sample1187,SX285
1187,DR3/MDJM0/SX375.WAV,sample1188.WAV,sample1188,SX375
1188,DR3/MDJM0/SX105.WAV,sample1189.WAV,sample1189,SX105
1189,DR3/MDJM0/SI2085.WAV,sample1190.WAV,sample1190,SI2085
1190,DR3/MKLS1/SX195.WAV,sample1191.WAV,sample1191,SX195
1191,DR3/MKLS1/SX15.WAV,sample1192.WAV,sample1192,SX15
1192,DR3/MKLS1/SA2.WAV,sample1193.WAV,sample1193,SA2
1193,DR3/MKLS1/SA1.WAV,sample1194.WAV,sample1194,SA1
1194,DR3/MKLS1/SI1545.WAV,sample1195.WAV,sample1195,SI1545
1195,DR3/MKLS1/SX285.WAV,sample1196.WAV,sample1196,SX285
1196,DR3/MKLS1/SX375.WAV,sample1197.WAV,sample1197,SX375
1197,DR3/MKLS1/SI2175.WAV,sample1198.WAV,sample1198,SI2175
1198,DR3/MKLS1/SX105.WAV,sample1199.WAV,sample1199,SX105
1199,DR3/MKLS1/SI915.WAV,sample1200.WAV,sample1200,SI915
1200,DR3/MTLB0/SI1764.WAV,sample1201.WAV,sample1201,SI1764
1201,DR3/MTLB0/SX144.WAV,sample1202.WAV,sample1202,SX144
1202,DR3/MTLB0/SX234.WAV,sample1203.WAV,sample1203,SX234
1203,DR3/MTLB0/SA2.WAV,sample1204.WAV,sample1204,SA2
1204,DR3/MTLB0/SX324.WAV,sample1205.WAV,sample1205,SX324
1205,DR3/MTLB0/SI1134.WAV,sample1206.WAV,sample1206,SI1134
1206,DR3/MTLB0/SA1.WAV,sample1207.WAV,sample1207,SA1
1207,DR3/MTLB0/SX54.WAV,sample1208.WAV,sample1208,SX54
1208,DR3/MTLB0/SI504.WAV,sample1209.WAV,sample1209,SI504
1209,DR3/MTLB0/SX414.WAV,sample1210.WAV,sample1210,SX414
1210,DR3/FNTB0/SX213.WAV,sample1211.WAV,sample1211,SX213
1211,DR3/FNTB0/SI679.WAV,sample1212.WAV,sample1212,SI679
1212,DR3/FNTB0/SX303.WAV,sample1213.WAV,sample1213,SX303
1213,DR3/FNTB0/SA2.WAV,sample1214.WAV,sample1214,SA2
1214,DR3/FNTB0/SA1.WAV,sample1215.WAV,sample1215,SA1
1215,DR3/FNTB0/SX393.WAV,sample1216.WAV,sample1216,SX393
1216,DR3/FNTB0/SX123.WAV,sample1217.WAV,sample1217,SX123
1217,DR3/FNTB0/SI1203.WAV,sample1218.WAV,sample1218,SI1203
1218,DR3/FNTB0/SX33.WAV,sample1219.WAV,sample1219,SX33
1219,DR3/FNTB0/SI573.WAV,sample1220.WAV,sample1220,SI573
1220,DR3/MAKR0/SI1982.WAV,sample1221.WAV,sample1221,SI1982
1221,DR3/MAKR0/SI1352.WAV,sample1222.WAV,sample1222,SI1352
1222,DR3/MAKR0/SX92.WAV,sample1223.WAV,sample1223,SX92
1223,DR3/MAKR0/SA2.WAV,sample1224.WAV,sample1224,SA2
1224,DR3/MAKR0/SA1.WAV,sample1225.WAV,sample1225,SA1
1225,DR3/MAKR0/SX452.WAV,sample1226.WAV,sample1226,SX452
1226,DR3/MAKR0/SX182.WAV,sample1227.WAV,sample1227,SX182
1227,DR3/MAKR0/SX362.WAV,sample1228.WAV,sample1228,SX362
1228,DR3/MAKR0/SX272.WAV,sample1229.WAV,sample1229,SX272
1229,DR3/MAKR0/SI722.WAV,sample1230.WAV,sample1230,SI722
1230,DR3/MGAF0/SI1282.WAV,sample1231.WAV,sample1231,SI1282
1231,DR3/MGAF0/SX22.WAV,sample1232.WAV,sample1232,SX22
1232,DR3/MGAF0/SA2.WAV,sample1233.WAV,sample1233,SA2
1233,DR3/MGAF0/SI652.WAV,sample1234.WAV,sample1234,SI652
1234,DR3/MGAF0/SX202.WAV,sample1235.WAV,sample1235,SX202
1235,DR3/MGAF0/SA1.WAV,sample1236.WAV,sample1236,SA1
1236,DR3/MGAF0/SX112.WAV,sample1237.WAV,sample1237,SX112
1237,DR3/MGAF0/SI1912.WAV,sample1238.WAV,sample1238,SI1912
1238,DR3/MGAF0/SX382.WAV,sample1239.WAV,sample1239,SX382
1239,DR3/MGAF0/SX292.WAV,sample1240.WAV,sample1240,SX292
1240,DR3/MMSM0/SX116.WAV,sample1241.WAV,sample1241,SX116
1241,DR3/MMSM0/SI1106.WAV,sample1242.WAV,sample1242,SI1106
1242,DR3/MMSM0/SX386.WAV,sample1243.WAV,sample1243,SX386
1243,DR3/MMSM0/SA2.WAV,sample1244.WAV,sample1244,SA2
1244,DR3/MMSM0/SA1.WAV,sample1245.WAV,sample1245,SA1
1245,DR3/MMSM0/SX26.WAV,sample1246.WAV,sample1246,SX26
1246,DR3/MMSM0/SI1736.WAV,sample1247.WAV,sample1247,SI1736
1247,DR3/MMSM0/SX206.WAV,sample1248.WAV,sample1248,SX206
1248,DR3/MMSM0/SX296.WAV,sample1249.WAV,sample1249,SX296
1249,DR3/MMSM0/SI476.WAV,sample1250.WAV,sample1250,SI476
1250,DR3/MDTB0/SX390.WAV,sample1251.WAV,sample1251,SX390
1251,DR3/MDTB0/SI1200.WAV,sample1252.WAV,sample1252,SI1200
1252,DR3/MDTB0/SX210.WAV,sample1253.WAV,sample1253,SX210
1253,DR3/MDTB0/SX120.WAV,sample1254.WAV,sample1254,SX120
1254,DR3/MDTB0/SX321.WAV,sample1255.WAV,sample1255,SX321
1255,DR3/MDTB0/SA2.WAV,sample1256.WAV,sample1256,SA2
1256,DR3/MDTB0/SA1.WAV,sample1257.WAV,sample1257,SA1
1257,DR3/MDTB0/SI570.WAV,sample1258.WAV,sample1258,SI570
1258,DR3/MDTB0/SI1830.WAV,sample1259.WAV,sample1259,SI1830
1259,DR3/MDTB0/SX300.WAV,sample1260.WAV,sample1260,SX300
1260,DR3/FGRW0/SI1152.WAV,sample1261.WAV,sample1261,SI1152
1261,DR3/FGRW0/SX162.WAV,sample1262.WAV,sample1262,SX162
1262,DR3/FGRW0/SI1990.WAV,sample1263.WAV,sample1263,SI1990
1263,DR3/FGRW0/SA2.WAV,sample1264.WAV,sample1264,SA2
1264,DR3/FGRW0/SA1.WAV,sample1265.WAV,sample1265,SA1
1265,DR3/FGRW0/SX72.WAV,sample1266.WAV,sample1266,SX72
1266,DR3/FGRW0/SX432.WAV,sample1267.WAV,sample1267,SX432
1267,DR3/FGRW0/SX342.WAV,sample1268.WAV,sample1268,SX342
1268,DR3/FGRW0/SX252.WAV,sample1269.WAV,sample1269,SX252
1269,DR3/FGRW0/SI1782.WAV,sample1270.WAV,sample1270,SI1782
1270,DR3/MRBC0/SX329.WAV,sample1271.WAV,sample1271,SX329
1271,DR3/MRBC0/SX59.WAV,sample1272.WAV,sample1272,SX59
1272,DR3/MRBC0/SA2.WAV,sample1273.WAV,sample1273,SA2
1273,DR3/MRBC0/SA1.WAV,sample1274.WAV,sample1274,SA1
1274,DR3/MRBC0/SX149.WAV,sample1275.WAV,sample1275,SX149
1275,DR3/MRBC0/SI1859.WAV,sample1276.WAV,sample1276,SI1859
1276,DR3/MRBC0/SI1665.WAV,sample1277.WAV,sample1277,SI1665
1277,DR3/MRBC0/SX239.WAV,sample1278.WAV,sample1278,SX239
1278,DR3/MRBC0/SX419.WAV,sample1279.WAV,sample1279,SX419
1279,DR3/MRBC0/SI599.WAV,sample1280.WAV,sample1280,SI599
1280,DR3/MMJB1/SI778.WAV,sample1281.WAV,sample1281,SI778
1281,DR3/MMJB1/SI1408.WAV,sample1282.WAV,sample1282,SI1408
1282,DR3/MMJB1/SX328.WAV,sample1283.WAV,sample1283,SX328
1283,DR3/MMJB1/SA2.WAV,sample1284.WAV,sample1284,SA2
1284,DR3/MMJB1/SA1.WAV,sample1285.WAV,sample1285,SA1
1285,DR3/MMJB1/SX148.WAV,sample1286.WAV,sample1286,SX148
1286,DR3/MMJB1/SI2038.WAV,sample1287.WAV,sample1287,SI2038
1287,DR3/MMJB1/SX238.WAV,sample1288.WAV,sample1288,SX238
1288,DR3/MMJB1/SX58.WAV,sample1289.WAV,sample1289,SX58
1289,DR3/MMJB1/SX418.WAV,sample1290.WAV,sample1290,SX418
1290,DR3/MDLH0/SX160.WAV,sample1291.WAV,sample1291,SX160
1291,DR3/MDLH0/SX430.WAV,sample1292.WAV,sample1292,SX430
1292,DR3/MDLH0/SI1960.WAV,sample1293.WAV,sample1293,SI1960
1293,DR3/MDLH0/SI574.WAV,sample1294.WAV,sample1294,SI574
1294,DR3/MDLH0/SA2.WAV,sample1295.WAV,sample1295,SA2
1295,DR3/MDLH0/SA1.WAV,sample1296.WAV,sample1296,SA1
1296,DR3/MDLH0/SX340.WAV,sample1297.WAV,sample1297,SX340
1297,DR3/MDLH0/SX70.WAV,sample1298.WAV,sample1298,SX70
1298,DR3/MDLH0/SX250.WAV,sample1299.WAV,sample1299,SX250
1299,DR3/MDLH0/SI700.WAV,sample1300.WAV,sample1300,SI700
1300,DR3/FALK0/SX6.WAV,sample1301.WAV,sample1301,SX6
