,Unnamed: 0,originalfile,renamedfile,samplenumber,prompt,prompttexts
550,550,DR2/MJPM0/SX378.WAV,sample551.WAV,sample551,SX378,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM
551,551,DR2/MJPM0/SI1368.WAV,sample552.WAV,sample552,SI1368,THE BATTING AVERAGE OF ONE SUCCESS OUT OF SEVEN INCREASED TO ONE OUT OF THREE
552,552,DR2/MJPM0/SX288.WAV,sample553.WAV,sample553,SX288,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA
553,553,DR2/MJPM0/SI1998.WAV,sample554.WAV,sample554,SI1998,SHE TOOK IT GRUDGINGLY HER DARK EYES BALEFUL AS THEY MET HIS
554,554,DR2/MJPM0/SX18.WAV,sample555.WAV,sample555,SX18,ALIMONY HARMS A DIVORCED MAN'S WEALTH
555,555,DR2/MJPM0/SX108.WAV,sample556.WAV,sample556,SX108,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN
556,556,DR2/MJPM0/SA2.WAV,sample557.WAV,sample557,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
557,557,DR2/MJPM0/SA1.WAV,sample558.WAV,sample558,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
558,558,DR2/MJPM0/SX198.WAV,sample559.WAV,sample559,SX198,NORWEGIAN SWEATERS ARE MADE OF LAMB'S WOOL
559,559,DR2/MJPM0/SI738.WAV,sample560.WAV,sample560,SI738,DON'T PLAN MEALS THAT ARE TOO COMPLICATED
560,560,DR2/MRJT0/SI1805.WAV,sample561.WAV,sample561,SI1805,HOW SAFE IS TOO SAFE
561,561,DR2/MRJT0/SI1498.WAV,sample562.WAV,sample562,SI1498,HE SMASHED IT IN AND TUMBLED INTO DARKNESS
562,562,DR2/MRJT0/SX328.WAV,sample563.WAV,sample563,SX328,GREGORY AND TOM CHOSE TO WATCH CARTOONS IN THE AFTERNOON
563,563,DR2/MRJT0/SA2.WAV,sample564.WAV,sample564,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
564,564,DR2/MRJT0/SA1.WAV,sample565.WAV,sample565,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
565,565,DR2/MRJT0/SX148.WAV,sample566.WAV,sample566,SX148,MOST PRECINCTS HAD A THIRD OF THE VOTES COUNTED
566,566,DR2/MRJT0/SX238.WAV,sample567.WAV,sample567,SX238,A DOCTOR WAS IN THE AMBULANCE WITH THE PATIENT
567,567,DR2/MRJT0/SX58.WAV,sample568.WAV,sample568,SX58,WE EXPERIENCE DISTRESS AND FRUSTRATION OBTAINING OUR DEGREES
568,568,DR2/MRJT0/SX418.WAV,sample569.WAV,sample569,SX418,IRIS THINKS THIS ZOO HAS ELEVEN SPANISH ZEBRAS
569,569,DR2/MRJT0/SI868.WAV,sample570.WAV,sample570,SI868,THE HIGHEST RATED NON-SUPERVISORY ENGINEERING TITLE IS RESEARCH ENGINEER
570,570,DR2/MRJH0/SX439.WAV,sample571.WAV,sample571,SX439,THAT STINGING VAPOR WAS CAUSED BY CHLORIDE VAPORIZATION
571,571,DR2/MRJH0/SX169.WAV,sample572.WAV,sample572,SX169,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION
572,572,DR2/MRJH0/SI914.WAV,sample573.WAV,sample573,SI914,IF YOU DO GO TO IT
573,573,DR2/MRJH0/SI1519.WAV,sample574.WAV,sample574,SI1519,THE THOUGHT CAME BACK THE ONE NAGGING AT HIM THESE PAST FOUR DAYS
574,574,DR2/MRJH0/SA2.WAV,sample575.WAV,sample575,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
575,575,DR2/MRJH0/SA1.WAV,sample576.WAV,sample576,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
576,576,DR2/MRJH0/SI889.WAV,sample577.WAV,sample577,SI889,IN MOST CASES WE RECOGNIZE CERTAIN WORDS PERSONS ANIMALS OR OBJECTS
577,577,DR2/MRJH0/SX259.WAV,sample578.WAV,sample578,SX259,TORNADOS OFTEN DESTROY ACRES OF FARM LAND
578,578,DR2/MRJH0/SX307.WAV,sample579.WAV,sample579,SX307,THE MEETING IS NOW ADJOURNED
579,579,DR2/MRJH0/SX79.WAV,sample580.WAV,sample580,SX79,WILL YOU PLEASE DESCRIBE THE IDIOTIC PREDICAMENT
580,580,DR2/MRJM1/SI1928.WAV,sample581.WAV,sample581,SI1928,NOT IMMEDIATELY AS THE DEPUTY DEMANDED
581,581,DR2/MRJM1/SX128.WAV,sample582.WAV,sample582,SX128,LOTS OF FOREIGN MOVIES HAVE SUBTITLES
582,582,DR2/MRJM1/SI1298.WAV,sample583.WAV,sample583,SI1298,BETWEEN MEETINGS HE HELPS THE PRESIDENT KEEP TRACK OF DELEGATED MATTERS
583,583,DR2/MRJM1/SX308.WAV,sample584.WAV,sample584,SX308,SHIPBUILDING IS A MOST FASCINATING PROCESS
584,584,DR2/MRJM1/SX398.WAV,sample585.WAV,sample585,SX398,CHILDREN CAN CONSUME MANY FRUIT CANDIES IN ONE SITTING
585,585,DR2/MRJM1/SA2.WAV,sample586.WAV,sample586,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
586,586,DR2/MRJM1/SA1.WAV,sample587.WAV,sample587,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
587,587,DR2/MRJM1/SX38.WAV,sample588.WAV,sample588,SX38,YOUNG PEOPLE PARTICIPATE IN ATHLETIC ACTIVITIES
588,588,DR2/MRJM1/SX218.WAV,sample589.WAV,sample589,SX218,TRY TO RECALL THE EVENTS IN CHRONOLOGICAL ORDER
589,589,DR2/MRJM1/SI668.WAV,sample590.WAV,sample590,SI668,WE ARE ALL INVOLVED IN THEM DEEPLY INVOLVED
590,590,DR2/FCAJ0/SI1479.WAV,sample591.WAV,sample591,SI1479,HAVE YOU GOT ENOUGH BLANKETS
591,591,DR2/FCAJ0/SX39.WAV,sample592.WAV,sample592,SX39,BARB'S GOLD BRACELET WAS A GRADUATION PRESENT
592,592,DR2/FCAJ0/SI849.WAV,sample593.WAV,sample593,SI849,WOULD A CAMERA CLUB BE USEFUL IN TAKING PICTURES PERTINENT TO PLANT SAFETY
593,593,DR2/FCAJ0/SX129.WAV,sample594.WAV,sample594,SX129,ANGORA CATS ARE FURRIER THAN SIAMESE
594,594,DR2/FCAJ0/SA2.WAV,sample595.WAV,sample595,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
595,595,DR2/FCAJ0/SA1.WAV,sample596.WAV,sample596,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
596,596,DR2/FCAJ0/SI1804.WAV,sample597.WAV,sample597,SI1804,IT HAD GONE LIKE CLOCKWORK
597,597,DR2/FCAJ0/SX219.WAV,sample598.WAV,sample598,SX219,NONPROFIT ORGANIZATIONS HAVE FREQUENT FUND RAISERS
598,598,DR2/FCAJ0/SX399.WAV,sample599.WAV,sample599,SX399,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE
599,599,DR2/FCAJ0/SX309.WAV,sample600.WAV,sample600,SX309,THE PROOF THAT YOU ARE SEEKING IS NOT AVAILABLE IN BOOKS
600,600,DR2/FPJF0/SX326.WAV,sample601.WAV,sample601,SX326,STEVE COLLECTS RARE AND NOVEL COINS
601,601,DR2/FPJF0/SI1046.WAV,sample602.WAV,sample602,SI1046,THESE MEN WERE WITHOUT CAPITAL OR EXPERIENCE
602,602,DR2/FPJF0/SI1259.WAV,sample603.WAV,sample603,SI1259,FROM THIS MOTOR POOL PERSONNEL DEVELOP OTHER MEANINGFUL AND RELATED DATA
603,603,DR2/FPJF0/SX56.WAV,sample604.WAV,sample604,SX56,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA
604,604,DR2/FPJF0/SX352.WAV,sample605.WAV,sample605,SX352,ACCORDING TO MY INTERPRETATION OF THE PROBLEM TWO LINES MUST BE PERPENDICULAR
605,605,DR2/FPJF0/SA2.WAV,sample606.WAV,sample606,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
606,606,DR2/FPJF0/SI1676.WAV,sample607.WAV,sample607,SI1676,IT SNOWED CONTINUOUSLY BUT QUIETLY EVENLY
607,607,DR2/FPJF0/SA1.WAV,sample608.WAV,sample608,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
608,608,DR2/FPJF0/SX146.WAV,sample609.WAV,sample609,SX146,CYCLICAL PROGRAMS WILL NEVER COMPILE
609,609,DR2/FPJF0/SX236.WAV,sample610.WAV,sample610,SX236,CLEAR PRONUNCIATION IS APPRECIATED
610,610,DR2/MRHL0/SX255.WAV,sample611.WAV,sample611,SX255,MY IDEAL MORNING BEGINS WITH HOT COFFEE
611,611,DR2/MRHL0/SX435.WAV,sample612.WAV,sample612,SX435,THE RICH SHOULD INVEST IN BLACK ZIRCONS INSTEAD OF STYLISH SHOES
612,612,DR2/MRHL0/SX345.WAV,sample613.WAV,sample613,SX345,TRISH SAW HOURS AND HOURS OF MOVIES SATURDAY
613,613,DR2/MRHL0/SI1515.WAV,sample614.WAV,sample614,SI1515,THEY'RE DOIN' IT NOW
614,614,DR2/MRHL0/SA2.WAV,sample615.WAV,sample615,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
615,615,DR2/MRHL0/SA1.WAV,sample616.WAV,sample616,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
616,616,DR2/MRHL0/SX165.WAV,sample617.WAV,sample617,SX165,THE EASYGOING ZOOLOGIST RELAXED THROUGHOUT THE VOYAGE
617,617,DR2/MRHL0/SX75.WAV,sample618.WAV,sample618,SX75,FILL THAT CANTEEN WITH FRESH SPRING WATER
618,618,DR2/MRHL0/SI2145.WAV,sample619.WAV,sample619,SI2145,WAS SHE JUST NATURALLY SLOPPY ABOUT EVERYTHING BUT HER PHYSICAL APPEARANCE
619,619,DR2/MRHL0/SI885.WAV,sample620.WAV,sample620,SI885,NINE OF THEM HAD GONE DOWN THE GANGPLANK ALREADY
620,620,DR2/MJDE0/SX40.WAV,sample621.WAV,sample621,SX40,STIMULATING DISCUSSIONS KEEP STUDENTS' ATTENTION
621,621,DR2/MJDE0/SX220.WAV,sample622.WAV,sample622,SX220,THE MOST RECENT GEOLOGICAL SURVEY FOUND SEISMIC ACTIVITY
622,622,DR2/MJDE0/SI463.WAV,sample623.WAV,sample623,SI463,THE HOTEL OWNER SHRUGGED
623,623,DR2/MJDE0/SX310.WAV,sample624.WAV,sample624,SX310,THE HOOD OF THE JEEP WAS STEAMING IN THE HOT SUN
624,624,DR2/MJDE0/SA2.WAV,sample625.WAV,sample625,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
625,625,DR2/MJDE0/SX130.WAV,sample626.WAV,sample626,SX130,HE ATE FOUR EXTRA EGGS FOR BREAKFAST
626,626,DR2/MJDE0/SA1.WAV,sample627.WAV,sample627,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
627,627,DR2/MJDE0/SX400.WAV,sample628.WAV,sample628,SX400,JUST DROP NOTICES IN ANY SUGGESTION BOX
628,628,DR2/MJDE0/SI490.WAV,sample629.WAV,sample629,SI490,MAYBE IT'S TAKING LONGER TO GET THINGS SQUARED AWAY THAN THE BANKERS EXPECTED
629,629,DR2/MJDE0/SI1120.WAV,sample630.WAV,sample630,SI1120,HIS TOUGH HONESTY CONDEMNS HIM TO A SOLITARY AND DIFFICULT EXISTENCE
630,630,DR2/MJEB0/SX170.WAV,sample631.WAV,sample631,SX170,THE MAYAN NEOCLASSIC SCHOLAR DISAPPEARED WHILE SURVEYING ANCIENT RUINS
631,631,DR2/MJEB0/SI1286.WAV,sample632.WAV,sample632,SI1286,BLOWERS SHOULD BE OPERATED PERIODICALLY ON A REGULAR SCHEDULE
632,632,DR2/MJEB0/SX386.WAV,sample633.WAV,sample633,SX386,WHICH CHURCH DO THE SMITHS WORSHIP IN
633,633,DR2/MJEB0/SA2.WAV,sample634.WAV,sample634,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
634,634,DR2/MJEB0/SA1.WAV,sample635.WAV,sample635,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
635,635,DR2/MJEB0/SX26.WAV,sample636.WAV,sample636,SX26,MOST YOUNG RISE EARLY EVERY MORNING
636,636,DR2/MJEB0/SI656.WAV,sample637.WAV,sample637,SI656,BUT THIS STATEMENT IS COMPLETELY UNCONVINCING
637,637,DR2/MJEB0/SX206.WAV,sample638.WAV,sample638,SX206,WHEN PEELING AN ORANGE IT IS HARD NOT TO SPRAY JUICE
638,638,DR2/MJEB0/SX296.WAV,sample639.WAV,sample639,SX296,THE TWO ARTISTS EXCHANGED AUTOGRAPHS
639,639,DR2/MJEB0/SI1916.WAV,sample640.WAV,sample640,SI1916,PERHAPS IT WAS ALL A VIVIDLY CONCEIVED DREAM
640,640,DR2/MMXS0/SI876.WAV,sample641.WAV,sample641,SI876,DOES YOUR POLICY HAVE A LAY-UP CLAUSE
641,641,DR2/MMXS0/SX156.WAV,sample642.WAV,sample642,SX156,OUR EXPERIMENT'S POSITIVE OUTCOME WAS UNEXPECTED
642,642,DR2/MMXS0/SX66.WAV,sample643.WAV,sample643,SX66,WE GOT DRENCHED FROM THE UNINTERRUPTED RAIN
643,643,DR2/MMXS0/SX426.WAV,sample644.WAV,sample644,SX426,A MOTH ZIG-ZAGGED ALONG THE PATH THROUGH OTTO'S GARDEN
644,644,DR2/MMXS0/SI2136.WAV,sample645.WAV,sample645,SI2136,EACH OF US HAD HIS OWN SPECIALTY BESIDES
645,645,DR2/MMXS0/SA2.WAV,sample646.WAV,sample646,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
646,646,DR2/MMXS0/SX336.WAV,sample647.WAV,sample647,SX336,ROB MADE HUNGARIAN GOULASH FOR DINNER AND GOOSEBERRY PIE FOR DESSERT
647,647,DR2/MMXS0/SA1.WAV,sample648.WAV,sample648,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
648,648,DR2/MMXS0/SX246.WAV,sample649.WAV,sample649,SX246,HOW ANCIENT IS THIS SUBWAY ESCALATOR
649,649,DR2/MMXS0/SI629.WAV,sample650.WAV,sample650,SI629,HIS TECHNIQUE IS AMPLE AND HIS MUSICAL IDEAS ARE PROJECTED BEAUTIFULLY
650,650,DR2/MTAT1/SX329.WAV,sample651.WAV,sample651,SX329,CHIP POSTPONED ALIMONY PAYMENTS UNTIL THE LATEST POSSIBLE DATE
651,651,DR2/MTAT1/SX59.WAV,sample652.WAV,sample652,SX59,THE SINGER'S FINGER HAD A SPLINTER
652,652,DR2/MTAT1/SA2.WAV,sample653.WAV,sample653,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
653,653,DR2/MTAT1/SI1409.WAV,sample654.WAV,sample654,SI1409,SURELY THERE IS NOTHING NEW ABOUT COMMUNISM
654,654,DR2/MTAT1/SA1.WAV,sample655.WAV,sample655,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
655,655,DR2/MTAT1/SX149.WAV,sample656.WAV,sample656,SX149,WHILE WAITING FOR CHIPPER SHE CRISSCROSSED THE SQUARE MANY TIMES
656,656,DR2/MTAT1/SX239.WAV,sample657.WAV,sample657,SX239,PUREE SOME FRUIT BEFORE PREPARING THE SKEWERS
657,657,DR2/MTAT1/SI1627.WAV,sample658.WAV,sample658,SI1627,YOU LUCKY KIDS HE SAID
658,658,DR2/MTAT1/SX419.WAV,sample659.WAV,sample659,SX419,THE FOOTBALL TEAM COACH HAS A WATCH THIN AS A DIME
659,659,DR2/MTAT1/SI779.WAV,sample660.WAV,sample660,SI779,THE KEELSON MADE OF TWO THREE-INCH WIDTHS IS NEXT INSTALLED
660,660,DR2/MJAE0/SX84.WAV,sample661.WAV,sample661,SX84,COOPERATION ALONG WITH UNDERSTANDING ALLEVIATE DISPUTE
661,661,DR2/MJAE0/SI2154.WAV,sample662.WAV,sample662,SI2154,SHE MUST HAVE PUT HIS CLOTHES IN THE CLOSET
662,662,DR2/MJAE0/SI1999.WAV,sample663.WAV,sample663,SI1999,SHE ASKED SMOLDERINGLY
663,663,DR2/MJAE0/SX174.WAV,sample664.WAV,sample664,SX174,THE HAUNTED HOUSE WAS A HIT DUE TO OUTSTANDING AUDIO-VISUAL EFFECTS
664,664,DR2/MJAE0/SA2.WAV,sample665.WAV,sample665,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
665,665,DR2/MJAE0/SX444.WAV,sample666.WAV,sample666,SX444,THE TODDLER FOUND A CLAMSHELL NEAR THE CAMP SITE
666,666,DR2/MJAE0/SA1.WAV,sample667.WAV,sample667,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
667,667,DR2/MJAE0/SI1524.WAV,sample668.WAV,sample668,SI1524,KNOWS THE SCORE WITH A SUPREME EFFORT HE BROKE IT OFF
668,668,DR2/MJAE0/SX354.WAV,sample669.WAV,sample669,SX354,A LAWYER WAS APPOINTED TO EXECUTE HER WILL
669,669,DR2/MJAE0/SX264.WAV,sample670.WAV,sample670,SX264,WE SAW EIGHT TINY ICICLES BELOW OUR ROOF
670,670,DR2/MRAB0/SI1224.WAV,sample671.WAV,sample671,SI1224,THIS IS NEVERTHELESS A MINORITY VIEW
671,671,DR2/MRAB0/SX144.WAV,sample672.WAV,sample672,SX144,THE WILLOWY WOMAN WORE A MUSKRAT COAT
672,672,DR2/MRAB0/SI594.WAV,sample673.WAV,sample673,SI594,THE TRIAL BALLOONS ARE AFLOAT
673,673,DR2/MRAB0/SX234.WAV,sample674.WAV,sample674,SX234,THE PAPER BOY BOUGHT TWO APPLES AND THREE ICES
674,674,DR2/MRAB0/SA2.WAV,sample675.WAV,sample675,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
675,675,DR2/MRAB0/SX324.WAV,sample676.WAV,sample676,SX324,THE LOCAL DRUGSTORE WAS CHARGED WITH ILLEGALLY DISPENSING TRANQUILIZERS
676,676,DR2/MRAB0/SA1.WAV,sample677.WAV,sample677,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
677,677,DR2/MRAB0/SI1854.WAV,sample678.WAV,sample678,SI1854,HE REMEMBERED THE LAST TIME HE HAD EATEN  ACTUAL EGGS FROM AN ACTUAL PAN
678,678,DR2/MRAB0/SX54.WAV,sample679.WAV,sample679,SX54,THE EASTERN COAST IS A PLACE FOR PURE PLEASURE AND EXCITEMENT
679,679,DR2/MRAB0/SX414.WAV,sample680.WAV,sample680,SX414,IRISH YOUNGSTERS EAT FRESH KIPPERS FOR BREAKFAST
680,680,DR2/FSKL0/SI899.WAV,sample681.WAV,sample681,SI899,HOME-MADE SAUERKRAUT IS SERVED ONCE A WEEK
681,681,DR2/FSKL0/SX359.WAV,sample682.WAV,sample682,SX359,THE SYSTEM MAY BREAK DOWN SOON SO SAVE YOUR FILES FREQUENTLY
682,682,DR2/FSKL0/SI1529.WAV,sample683.WAV,sample683,SI1529,MERELY TO SATISFY THE AUTHOR'S CURIOSITY
683,683,DR2/FSKL0/SX269.WAV,sample684.WAV,sample684,SX269,DO ATYPICAL FARMERS GROW OATS
684,684,DR2/FSKL0/SX89.WAV,sample685.WAV,sample685,SX89,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY
685,685,DR2/FSKL0/SA2.WAV,sample686.WAV,sample686,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
686,686,DR2/FSKL0/SA1.WAV,sample687.WAV,sample687,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
687,687,DR2/FSKL0/SX179.WAV,sample688.WAV,sample688,SX179,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES
688,688,DR2/FSKL0/SI2159.WAV,sample689.WAV,sample689,SI2159,HER FACE SEEMED TO FLOAT IN AN IMPLAUSIBLY BRIGHT SHAFT OF SUNLIGHT
689,689,DR2/FSKL0/SX449.WAV,sample690.WAV,sample690,SX449,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER
690,690,DR2/FSRH0/SI1719.WAV,sample691.WAV,sample691,SI1719,WE'VE DONE OUR PART
691,691,DR2/FSRH0/SX41.WAV,sample692.WAV,sample692,SX41,ETIQUETTE MANDATES COMPLIANCE WITH EXISTING REGULATIONS
692,692,DR2/FSRH0/SX131.WAV,sample693.WAV,sample693,SX131,WE PLAN TO BUILD A NEW BEVERAGE PLANT
693,693,DR2/FSRH0/SX311.WAV,sample694.WAV,sample694,SX311,MY DESIRES ARE SIMPLE GIVE ME ONE INFORMATIVE PARAGRAPH ON THE SUBJECT
694,694,DR2/FSRH0/SA2.WAV,sample695.WAV,sample695,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
695,695,DR2/FSRH0/SI671.WAV,sample696.WAV,sample696,SI671,A HELPFUL LEAFLET MAY BE ENCLOSED IN THE LETTER
696,696,DR2/FSRH0/SA1.WAV,sample697.WAV,sample697,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
697,697,DR2/FSRH0/SX221.WAV,sample698.WAV,sample698,SX221,CORY ATTACKED THE PROJECT WITH EXTRA DETERMINATION
698,698,DR2/FSRH0/SI1931.WAV,sample699.WAV,sample699,SI1931,NO MORE COULD HE DEFEND HIMSELF AGAINST THEM
699,699,DR2/FSRH0/SX401.WAV,sample700.WAV,sample700,SX401,THE TAXICAB BROKE DOWN AND CAUSED A TRAFFIC JAM
700,700,DR2/MDBP0/SX258.WAV,sample701.WAV,sample701,SX258,THE ESSAY UNDENIABLY REFLECTS OUR VIEW ABLY
701,701,DR2/MDBP0/SX168.WAV,sample702.WAV,sample702,SX168,WHO TOOK THE KAYAK DOWN THE BAYOU
702,702,DR2/MDBP0/SA2.WAV,sample703.WAV,sample703,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
703,703,DR2/MDBP0/SA1.WAV,sample704.WAV,sample704,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
704,704,DR2/MDBP0/SX78.WAV,sample705.WAV,sample705,SX78,DOCTORS PRESCRIBE DRUGS TOO FREELY
705,705,DR2/MDBP0/SX348.WAV,sample706.WAV,sample706,SX348,I'LL HAVE A SCOOP OF THAT EXOTIC PURPLE AND TURQUOISE SHERBET
706,706,DR2/MDBP0/SI528.WAV,sample707.WAV,sample707,SI528,THEREUPON FOLLOWED A DEMONSTRATION THAT TYRANNY KNOWS NO IDEOLOGICAL CONFINES
707,707,DR2/MDBP0/SI1158.WAV,sample708.WAV,sample708,SI1158,GEOCENTRICISM PER SE
708,708,DR2/MDBP0/SX438.WAV,sample709.WAV,sample709,SX438,SHELL SHOCK CAUSED BY SHRAPNEL IS SOMETIMES CURED THROUGH GROUP THERAPY
709,709,DR2/MDBP0/SI1788.WAV,sample710.WAV,sample710,SI1788,PRETTY GIRLS AMONG THEM WITH BLONDE HAIR AND PERT FACES
710,710,DR2/FDNC0/SI1908.WAV,sample711.WAV,sample711,SI1908,AFTER ANOTHER LONG PAUSE HE ASKED HOW MANY PEOPLE KNOW WHO THEY ARE
711,711,DR2/FDNC0/SX378.WAV,sample712.WAV,sample712,SX378,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM
712,712,DR2/FDNC0/SX288.WAV,sample713.WAV,sample713,SX288,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA
713,713,DR2/FDNC0/SX18.WAV,sample714.WAV,sample714,SX18,ALIMONY HARMS A DIVORCED MAN'S WEALTH
714,714,DR2/FDNC0/SX108.WAV,sample715.WAV,sample715,SX108,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN
715,715,DR2/FDNC0/SA2.WAV,sample716.WAV,sample716,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
716,716,DR2/FDNC0/SA1.WAV,sample717.WAV,sample717,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
717,717,DR2/FDNC0/SI2287.WAV,sample718.WAV,sample718,SI2287,OF COURSE DEAR SHE SAID
718,718,DR2/FDNC0/SX198.WAV,sample719.WAV,sample719,SX198,NORWEGIAN SWEATERS ARE MADE OF LAMB'S WOOL
719,719,DR2/FDNC0/SI1278.WAV,sample720.WAV,sample720,SI1278,SOLID CONCRETE BLOCKS RELATIVELY HEAVY AND DENSE ARE USED FOR THIS SHELTER
720,720,DR2/FLMA0/SX253.WAV,sample721.WAV,sample721,SX253,BY EATING YOGURT YOU MAY LIVE LONGER
721,721,DR2/FLMA0/SI613.WAV,sample722.WAV,sample722,SI613,ONE-UPMANSHIP IS PRACTICED BY BOTH SIDES IN A TOTAL WAR
722,722,DR2/FLMA0/SI1243.WAV,sample723.WAV,sample723,SI1243,IDEAS ARE THE THRUWAY TO NOWHERE
723,723,DR2/FLMA0/SX73.WAV,sample724.WAV,sample724,SX73,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN
724,724,DR2/FLMA0/SI1873.WAV,sample725.WAV,sample725,SI1873,RUNNING AROUND IN THE MOONLIGHT ALMOST NAKED AND SLUGGING A MAN WITH A ROCK
725,725,DR2/FLMA0/SX343.WAV,sample726.WAV,sample726,SX343,THE FRIGHTENED CHILD WAS GENTLY SUBDUED BY HIS BIG BROTHER
726,726,DR2/FLMA0/SX433.WAV,sample727.WAV,sample727,SX433,THE OVERWEIGHT CHARMER COULD SLIP POISON INTO ANYONE'S TEA
727,727,DR2/FLMA0/SX163.WAV,sample728.WAV,sample728,SX163,THEY REMAINED LIFELONG FRIENDS AND COMPANIONS
728,728,DR2/FLMA0/SA2.WAV,sample729.WAV,sample729,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
729,729,DR2/FLMA0/SA1.WAV,sample730.WAV,sample730,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
730,730,DR2/MMAA0/SI845.WAV,sample731.WAV,sample731,SI845,BUT TO CONTINUE TO DIVORCE ADVANCED STUDENTS FROM REALITY IS INEXCUSABLE
731,731,DR2/MMAA0/SX35.WAV,sample732.WAV,sample732,SX35,HELP CELEBRATE YOUR BROTHER'S SUCCESS
732,732,DR2/MMAA0/SX395.WAV,sample733.WAV,sample733,SX395,I TOOK HER WORD FOR IT BUT IS SHE REALLY GOING WITH YOU
733,733,DR2/MMAA0/SX215.WAV,sample734.WAV,sample734,SX215,THE SERMON EMPHASIZED THE NEED FOR AFFIRMATIVE ACTION
734,734,DR2/MMAA0/SX305.WAV,sample735.WAV,sample735,SX305,COTTAGE CHEESE WITH CHIVES IS DELICIOUS
735,735,DR2/MMAA0/SA2.WAV,sample736.WAV,sample736,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
736,736,DR2/MMAA0/SA1.WAV,sample737.WAV,sample737,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
737,737,DR2/MMAA0/SX125.WAV,sample738.WAV,sample738,SX125,WESTCHESTER IS A COUNTY IN NEW YORK
738,738,DR2/MMAA0/SI1588.WAV,sample739.WAV,sample739,SI1588,TO BE PASSIVE TO BE GIRLISHLY SHY WAS PALPABLY ABSURD
739,739,DR2/MMAA0/SI2105.WAV,sample740.WAV,sample740,SI2105,IT GAVE HER A LEWD WINKING EFFECT
740,740,DR2/MTDB0/SX141.WAV,sample741.WAV,sample741,SX141,PLEDGE TO PARTICIPATE IN NEVADA'S AQUATIC COMPETITION
